"","x"
"1552564_at",-0.255380463784533
"1552566_at",-0.063507998591092
"1552568_at",-0.11822266167596
"1552569_a_at",-0.139145049802988
"1552570_at",-0.00153682527541488
"1552572_a_at",0.161893947997367
"1552573_s_at",-0.370095558114011
"1552575_a_at",-0.0715158663140762
"1552576_at",-0.184782855690634
"1552578_a_at",0.386728806647746
"1552579_a_at",-0.125769045684425
"1552580_at",0.600276654540161
"1552582_at",-0.0786308947672092
"1552583_s_at",-0.0534626105235452
"1552584_at",0.00123177254488027
"1552585_s_at",-0.114707771117783
"1552586_at",-0.134588830422
"1552587_at",-0.083183581054632
"1552588_a_at",0.0136041131995865
"1552590_a_at",-0.0722296417810675
"1552592_at",0.00751877792337829
"1552594_at",-0.0259792956528262
"1552596_at",-0.0586343812438272
"1552598_at",-0.0932938520659556
"1552599_at",0.048601575712679
"1552602_at",0.0831148129074899
"1552604_at",-0.0624689442225916
"1552605_s_at",-0.100376903624661
"1552607_at",0.0756392636884886
"1552608_at",-0.0218345591524765
"1552609_s_at",-0.154469860236238
"1552610_a_at",0.797771750840239
"1552611_a_at",-0.0807222573721598
"1552612_at",0.41206024018815
"1552613_s_at",0.354334871820037
"1552615_at",-0.113969898282328
"1552616_a_at",0.218008571856983
"1552617_a_at",-0.0577849259015277
"1552618_at",0.0186823441075976
"1552619_a_at",0.683217273201665
"1552620_at",0.0418819013657856
"1552621_at",0.423933486753
"1552622_s_at",0.436278069128448
"1552623_at",-0.264797754174215
"1552625_a_at",0.618269780454106
"1552626_a_at",0.171819060758477
"1552627_a_at",0.409914660697279
"1552628_a_at",0.4771424558063
"1552629_a_at",-0.0622466995866882
"1552630_a_at",0.14769403051365
"1552631_a_at",-0.260636963916428
"1552632_a_at",0.0915530975329304
"1552633_at",-0.0270621897180048
"1552634_a_at",-0.553671949149044
"1552637_at",0.0327519327985462
"1552639_at",-0.0338684557601514
"1552641_s_at",0.540469579920951
"1552643_at",0.102540173770516
"1552644_a_at",-0.2811370163409
"1552646_at",0.109442650880609
"1552648_a_at",-0.307770214394244
"1552649_a_at",0.341668751797743
"1552651_a_at",0.124498557005377
"1552652_at",-0.225769340102155
"1552656_s_at",0.107103227723068
"1552657_a_at",-0.0445805535166652
"1552658_a_at",-0.158391573259444
"1552660_a_at",0.705567250433887
"1552661_at",0.545962110686485
"1552662_a_at",0.140309648944526
"1552663_a_at",0.0442426817402248
"1552664_at",-0.167805914038309
"1552665_at",-0.949601821330741
"1552666_a_at",-0.0635004397403947
"1552667_a_at",-0.122657133126172
"1552669_at",-0.0323373327577912
"1552670_a_at",-0.0294690578041692
"1552671_a_at",-0.29631253679587
"1552672_a_at",0.0264280679267719
"1552673_at",-0.0907742673982934
"1552674_at",-0.0124170261835355
"1552675_at",-0.00718528107277372
"1552676_at",-0.0910755951129278
"1552677_a_at",-0.0847994523300928
"1552678_a_at",0.352998460068214
"1552680_a_at",0.123231723385421
"1552682_a_at",-0.37874025563754
"1552684_a_at",-0.146596291895466
"1552685_a_at",-0.786088024097333
"1552686_at",0.0140453171846442
"1552687_a_at",0.0272879529602621
"1552689_at",-0.109108828498765
"1552690_a_at",-0.0638657356035175
"1552691_at",-0.00352505958118288
"1552693_at",-0.0674804549950294
"1552694_at",-0.0408746541640128
"1552695_a_at",-0.00440134827825212
"1552696_at",-0.94154148760991
"1552698_at",0.250788822429371
"1552701_a_at",1.16644447878121
"1552703_s_at",1.56049213830563
"1552705_at",-0.120965607801077
"1552708_a_at",-0.0925891664380787
"1552711_a_at",-0.0346190456790438
"1552712_a_at",-0.157733867991674
"1552713_a_at",-0.0382596986010268
"1552714_at",-0.0791382094051913
"1552715_a_at",-0.0581000466648671
"1552716_at",1.06446578455054
"1552717_s_at",0.0334288581332727
"1552718_at",-0.283647688821438
"1552719_at",-0.00353394273037999
"1552721_a_at",-0.260205468044898
"1552722_at",-0.0336973951857833
"1552724_at",0.0913448470629836
"1552725_s_at",0.124734210866125
"1552726_at",-0.0260251399913907
"1552727_s_at",-0.0279122737013608
"1552729_at",0.222993212812099
"1552730_at",-0.023174338275644
"1552731_at",-0.0842944802942718
"1552732_at",0.0291483831283132
"1552733_at",-0.00800808971267042
"1552734_at",-0.265730180297159
"1552735_at",1.15604099158875
"1552736_a_at",-0.206215204772701
"1552737_s_at",0.252847008538498
"1552738_a_at",0.203306177125833
"1552739_s_at",0.305763491532029
"1552740_at",0.0201301971142085
"1552742_at",0.0416092627018765
"1552743_at",-0.00528284512712762
"1552745_at",-0.0684008137519116
"1552747_a_at",0.0385635940953035
"1552749_a_at",-0.0816713900655142
"1552750_at",-0.137243276964899
"1552751_a_at",0.0874377003871398
"1552752_a_at",-0.0839758456471591
"1552754_a_at",-0.0947495754127674
"1552755_at",-0.127775697737908
"1552757_s_at",-0.0238120051459045
"1552758_at",0.0220686416978362
"1552760_at",0.0331587651449903
"1552761_at",-0.0923255988196958
"1552763_at",-0.0525689884572218
"1552765_x_at",0.106002993765706
"1552766_at",0.525469632228315
"1552767_a_at",1.73194386299425
"1552768_at",-0.140526067478243
"1552769_at",-0.0649346229958274
"1552770_s_at",-0.0569573584755361
"1552771_a_at",-0.0347094196434954
"1552772_at",-0.148300921402084
"1552773_at",-0.011438435459338
"1552774_a_at",0.116787110841025
"1552775_at",-0.0690821101849259
"1552777_a_at",-0.135573987332455
"1552779_a_at",-0.0249538012401205
"1552782_at",-0.00889226964647083
"1552783_at",-0.0353108084403102
"1552785_at",-0.855178627767273
"1552787_at",-0.203861156948498
"1552788_a_at",-0.0387282536177249
"1552789_at",0.0712606595964207
"1552790_a_at",0.0747094839701052
"1552791_a_at",-0.149687758985644
"1552792_at",0.188446419532971
"1552793_at",0.0690732629223367
"1552794_a_at",0.0804682905694589
"1552796_a_at",-0.0998114966281198
"1552797_s_at",-1.32733643413587
"1552798_a_at",0.186600172553618
"1552799_at",-0.0653072674703061
"1552800_at",-0.036793864399308
"1552801_at",0.0671760157159955
"1552803_a_at",-0.109373804352397
"1552804_a_at",0.0461702293984194
"1552806_a_at",-0.00834744256860809
"1552807_a_at",-0.129216746646708
"1552808_at",0.0440421987968929
"1552809_at",0.00844715026079079
"1552811_at",-0.0119714450777693
"1552812_a_at",0.204021831400095
"1552813_at",0.228110015820724
"1552814_a_at",0.0113165690448973
"1552816_at",-0.0166758099480138
"1552818_a_at",-0.0311220816791318
"1552819_at",-0.0906463070032828
"1552822_at",-0.0878009329953153
"1552825_at",-0.119665699259455
"1552826_at",-0.032479751180202
"1552827_s_at",-0.0997375595679877
"1552828_at",-0.102688677311142
"1552829_at",-0.0248808766981474
"1552830_at",-0.0595736216119427
"1552833_at",0.0243704221667222
"1552834_at",-0.634487376875536
"1552835_at",-0.109779114750265
"1552836_at",-0.0724383345080408
"1552837_at",-0.00556216925443431
"1552839_at",-0.0392502461715099
"1552841_s_at",0.0527640390289923
"1552842_at",-0.135350780780377
"1552843_at",-0.238962638025645
"1552845_at",-0.130520687043203
"1552846_s_at",-0.0508642553126988
"1552848_a_at",0.0364015511068185
"1552849_at",-0.62939573116753
"1552851_at",-0.0748291954625877
"1552852_a_at",-0.0965828066086258
"1552853_at",-0.0524217614904563
"1552854_a_at",0.0367485996538139
"1552856_at",0.037472532009617
"1552857_a_at",-0.00683264486403345
"1552858_at",0.0358096045063951
"1552860_at",-0.0241659346491705
"1552862_at",0.176055540687304
"1552863_a_at",0.134142917560251
"1552865_a_at",-0.0645564380379664
"1552867_at",0.251891111806398
"1552868_at",0.0744150800675989
"1552870_s_at",-0.0684284369952106
"1552872_at",-0.121289054009908
"1552873_s_at",-0.0212623360415165
"1552875_a_at",0.0237543484599056
"1552876_at",-0.0621445514321355
"1552877_s_at",-0.0947937456123897
"1552878_at",0.0590127255590489
"1552879_a_at",0.00632891302674121
"1552880_at",-0.116343923661815
"1552882_a_at",-0.102769522868613
"1552884_at",-0.0676309266259594
"1552885_a_at",0.0234858028972766
"1552887_at",-0.110727986441678
"1552889_a_at",0.028392003621712
"1552890_a_at",-0.0641609820872393
"1552892_at",0.0296676267413405
"1552893_at",0.0511236677257987
"1552895_a_at",0.0341249737016804
"1552897_a_at",0.0798671695631317
"1552898_a_at",-0.0409184158551987
"1552899_at",0.0373757502183993
"1552900_a_at",-0.0733418349693444
"1552902_a_at",-0.104776397556353
"1552903_at",-0.0982910459953183
"1552904_at",-0.0796666004531144
"1552906_at",2.37681612286795
"1552908_at",0.0171685509380728
"1552910_at",0.00346965422611412
"1552911_at",-0.197377706056566
"1552912_a_at",0.0230395270372803
"1552913_at",0.00986601098934692
"1552914_a_at",0.0638243111553667
"1552915_at",-0.0319220565984377
"1552917_at",-0.1883920858169
"1552919_at",0.219815366553259
"1552921_a_at",0.854889461027701
"1552922_at",-0.00299187246287591
"1552923_a_at",0.0448170299177688
"1552924_a_at",-0.227094115294579
"1552925_at",0.0839062440058891
"1552927_at",0.0576408934670631
"1552928_s_at",0.404769027006847
"1552929_at",-0.05378473197446
"1552930_at",-0.0134235653645707
"1552931_a_at",0.667967544366337
"1552932_at",-0.0846632912720811
"1552933_at",-0.0439632021369754
"1552935_at",0.0145957901974461
"1552937_s_at",-0.13309452509017
"1552938_at",0.147613401970956
"1552939_at",-0.115723153414309
"1552940_at",0.0668315090696998
"1552942_at",0.0623164725449366
"1552943_at",-0.0370889258162541
"1552944_a_at",-0.06067845507624
"1552946_at",1.32118419824184
"1552947_x_at",0.849293952038536
"1552948_at",-0.186494509978187
"1552950_at",-0.228585731228781
"1552952_at",-0.0885438509798053
"1552953_a_at",-0.0535775168835571
"1552954_at",-0.110651700969264
"1552955_at",0.0716209126680685
"1552957_at",-0.126344216015633
"1552960_at",0.0171389702281433
"1552961_at",-0.272632168702586
"1552964_at",0.0316126993728272
"1552965_a_at",0.0270083652703432
"1552967_at",0.0673020469014265
"1552969_a_at",0.0480861216571089
"1552970_s_at",-0.00482381730501036
"1552971_at",-0.0674235486879464
"1552972_at",1.02181203167335
"1552973_at",0.00496099520443583
"1552974_at",-0.121752393596254
"1552975_x_at",-0.138377779002471
"1552976_at",-0.0765761250852846
"1552977_a_at",0.671517179069478
"1552978_a_at",-0.0858398573432462
"1552979_at",-0.0451714804979639
"1552980_at",-0.15183016588229
"1552982_a_at",0.0656263309600726
"1552985_at",0.107208060247004
"1552986_at",-0.101253410919851
"1552987_a_at",0.0154593879883076
"1552988_at",-0.412427394813467
"1552990_at",0.00265084913283165
"1552991_at",-0.248369058188975
"1552993_at",-0.0702836786041434
"1552995_at",0.0809312231190304
"1552997_a_at",0.0109593492842901
"1552998_at",-0.0422807600016295
"1552999_a_at",-0.160247933364792
"1553002_at",-0.290955346817918
"1553003_at",-0.0177524562617482
"1553004_at",-0.0329012877180794
"1553006_at",0.040006720800446
"1553007_a_at",-0.0956444372017531
"1553009_s_at",0.0165648726183383
"1553011_at",0.271664968889525
"1553013_at",-0.0616270705997488
"1553015_a_at",-0.330091538077765
"1553016_at",0.106656583906603
"1553019_at",-0.0119422772399966
"1553020_at",-0.0304103923865622
"1553021_s_at",0.0317059740375614
"1553022_at",-0.0448335246267515
"1553023_a_at",-0.214241698100618
"1553024_at",-0.145106393572528
"1553025_at",-0.0451162087202297
"1553027_a_at",0.0257422235370308
"1553028_at",-0.0480529599297652
"1553030_a_at",0.125106771024767
"1553031_at",-0.188894086638975
"1553032_at",-0.109269991988276
"1553033_at",-0.227259107217774
"1553034_at",-0.439393213362286
"1553036_at",0.105232155742179
"1553037_a_at",0.0681212757594674
"1553039_a_at",-0.0161749640185569
"1553041_at",-0.0491644738345673
"1553042_a_at",0.184503067561064
"1553043_a_at",0.000833681831095667
"1553044_at",0.0157022300891896
"1553045_at",0.0608973928394096
"1553046_s_at",-0.0461482479756867
"1553047_at",-0.0617556018935916
"1553048_a_at",0.189060154151422
"1553051_s_at",0.127313951521022
"1553052_at",-0.0502751617464172
"1553053_at",-0.0763484320588006
"1553055_a_at",-0.483478892128145
"1553057_at",-0.0420785027622816
"1553058_at",-0.0568332352714629
"1553059_at",0.0531991714466455
"1553060_at",0.000606110209772304
"1553061_at",0.00721049819698294
"1553062_at",0.00231647936085633
"1553063_at",-0.112273337144461
"1553064_at",-0.0763582384536976
"1553066_at",-0.122303300481374
"1553067_a_at",-0.0257015436742254
"1553069_at",-0.0302104347043946
"1553070_a_at",-0.0518243839807804
"1553071_a_at",-0.0445137963796345
"1553072_at",-0.133759503178733
"1553074_at",-0.000391825963739656
"1553075_a_at",-0.134632927819646
"1553076_at",-0.134167868825571
"1553077_at",-0.0202401565293098
"1553078_at",0.0414888633349531
"1553079_at",-0.0133228050343837
"1553080_at",-0.00883327128237887
"1553081_at",0.0714520042891964
"1553082_at",-0.00171328510449342
"1553083_at",-0.125468656663732
"1553084_at",-0.0768670537411116
"1553086_at",-0.0933127165702388
"1553087_at",-0.0666631249488567
"1553088_a_at",-0.0495194953531159
"1553089_a_at",0.0711765615642754
"1553093_a_at",-0.12709454706749
"1553094_at",-0.257376356023007
"1553096_s_at",0.063046891533066
"1553099_at",1.00293136064154
"1553101_a_at",0.910060490488249
"1553102_a_at",-1.26302066441028
"1553103_at",-0.904644447987797
"1553105_s_at",0.418890677070009
"1553106_at",0.301246931465892
"1553107_s_at",0.0257237514395792
"1553108_at",-0.0338418342713229
"1553111_a_at",0.545404027058122
"1553112_s_at",0.517230019099536
"1553113_s_at",0.0353945981825596
"1553114_a_at",0.0776199666185011
"1553115_at",0.0200376336071173
"1553117_a_at",0.433332501250636
"1553118_at",1.24864905333387
"1553120_at",0.0424868899464244
"1553122_s_at",0.116311763684281
"1553123_at",-0.215695604945692
"1553125_x_at",-0.0925058160133636
"1553126_a_at",-0.0906477033413582
"1553127_a_at",-0.104068048661849
"1553129_at",0.294592815204546
"1553130_at",-0.0916083615658003
"1553131_a_at",-0.0123931628386122
"1553132_a_at",-1.30398323228443
"1553133_at",0.25283292181722
"1553134_s_at",-0.0179018765998311
"1553136_at",-0.00815747202066852
"1553137_s_at",0.0433453371986801
"1553138_a_at",0.333216283524009
"1553139_s_at",-0.0703951235775593
"1553140_at",-0.249987657024064
"1553141_at",-0.0954751332326005
"1553142_at",0.167551019110303
"1553145_at",-0.576080069033972
"1553146_at",0.0196950070225679
"1553147_at",-0.0311774228434407
"1553148_a_at",-0.0258046739734397
"1553150_at",0.12550851685803
"1553151_at",0.00572919284341999
"1553153_at",-0.0817230220896867
"1553155_x_at",-0.041544049048956
"1553156_at",0.0772567572892706
"1553157_at",-0.220896160158606
"1553158_at",0.284652587830142
"1553159_at",0.0509431615061153
"1553162_x_at",0.108515930590479
"1553163_at",0.0282967957267868
"1553165_at",0.291051791273584
"1553166_at",0.07977613110278
"1553167_a_at",-0.116582929345821
"1553168_at",0.0525690160152852
"1553169_at",-0.119687122549172
"1553171_x_at",-5.59309685659315e-05
"1553172_at",0.512644676355301
"1553174_at",-0.0572730038681888
"1553175_s_at",0.137968902476584
"1553176_at",0.088941244542708
"1553177_at",0.0992709955732982
"1553178_a_at",0.0855041139457633
"1553179_at",-0.0782381864594139
"1553180_at",-0.0569380104055162
"1553181_at",0.0355288582136941
"1553183_at",-0.108578265317584
"1553185_at",0.936061506982187
"1553186_x_at",1.02463160881392
"1553188_s_at",-0.114917702544457
"1553190_s_at",-0.19000995287505
"1553191_at",0.042064802485517
"1553192_at",-0.0598111536961285
"1553193_at",-0.0757807819357383
"1553194_at",-0.134632732455865
"1553196_a_at",0.0229221252772307
"1553197_at",0.0343619258678807
"1553199_at",-0.148690233495406
"1553202_at",0.0793655246013438
"1553204_at",-0.0298431739925995
"1553205_at",0.0217093096767789
"1553207_at",-0.0521274686532598
"1553208_s_at",-0.0467445336938059
"1553209_at",0.221419542841927
"1553211_at",0.0505894919942564
"1553212_at",-0.534070350187624
"1553213_a_at",-0.772085170939854
"1553214_a_at",-0.0023860868877752
"1553215_s_at",-0.0235144391497446
"1553216_at",0.226906640973569
"1553217_s_at",0.204389731057768
"1553218_a_at",0.273888222705665
"1553219_a_at",0.0504964801197323
"1553220_at",0.22972516620639
"1553221_at",0.0522922511748414
"1553222_at",-0.0959526940933664
"1553224_at",-0.0728155451235226
"1553225_s_at",0.184885181163568
"1553226_at",0.0248655793049162
"1553227_s_at",-0.176305040665787
"1553228_at",-0.0279509106006164
"1553229_at",0.280909095732621
"1553232_at",0.00877484067661083
"1553234_at",0.047790901679198
"1553235_at",-0.0404140324957805
"1553237_x_at",-0.0263258450022006
"1553238_a_at",0.135467514512714
"1553239_at",0.0417286004056514
"1553241_at",0.0781780079829018
"1553243_at",-0.0397237259216823
"1553244_at",-0.436167596705562
"1553246_a_at",0.182007015752863
"1553247_a_at",-0.421276096711185
"1553248_at",-0.0264722198043605
"1553249_at",0.112579998296363
"1553252_a_at",-0.111304658601501
"1553253_at",0.0522729658266439
"1553254_at",-0.0127151173741877
"1553255_at",0.00185962759947067
"1553257_at",0.0114546149751096
"1553258_at",0.0210690198358181
"1553260_s_at",-0.0781986779479298
"1553261_x_at",0.017422558620499
"1553262_a_at",0.116536520669719
"1553263_at",-0.0695923469504187
"1553264_a_at",0.0133305200991662
"1553265_at",-0.108417191715866
"1553266_at",-0.0440913261093669
"1553267_a_at",0.0475560914089446
"1553268_at",0.201505982464813
"1553269_at",-0.40298512283614
"1553271_at",-0.0097053967240841
"1553272_at",-0.00568053362553389
"1553274_a_at",-0.147055251034184
"1553275_s_at",-0.277457517641283
"1553276_at",0.0264888142609534
"1553277_at",0.0746346630374224
"1553279_at",-0.0354671106940909
"1553280_at",0.118191963031127
"1553281_at",-0.0899241475358608
"1553282_at",-0.0527574125432517
"1553284_s_at",0.0670338439448042
"1553285_s_at",0.19988737543235
"1553286_at",-0.18037894784602
"1553288_a_at",-0.00218532128609006
"1553292_s_at",0.814920783269037
"1553293_at",-0.159866337844768
"1553295_at",-0.102826412792696
"1553296_at",-0.133687496702105
"1553297_a_at",-0.0402662376394565
"1553298_at",-0.067387787268836
"1553299_at",0.0691628753295257
"1553300_a_at",-0.166639372752238
"1553301_a_at",0.206704876267974
"1553303_at",-0.119821163235549
"1553304_at",0.0442461238256815
"1553306_at",-0.128693064918183
"1553310_at",-0.0742223112268494
"1553311_at",-0.290053735107739
"1553313_s_at",-0.437575190904934
"1553314_a_at",0.0148463083696599
"1553315_at",-0.00639614042044379
"1553316_at",0.0648883966751548
"1553317_s_at",-0.0473151147824722
"1553318_at",0.0740846261585517
"1553319_at",-0.028331702832225
"1553320_s_at",0.0126758617002198
"1553321_a_at",0.0137670453989927
"1553322_s_at",0.155764037952405
"1553323_a_at",-0.310841772342039
"1553325_at",-0.0494158898911614
"1553326_at",-0.0506804231167397
"1553327_a_at",-0.0313195940020625
"1553328_a_at",-0.0326214298245135
"1553329_at",-0.0837898690087187
"1553330_at",-0.144758946147519
"1553333_at",-0.163481842416145
"1553335_x_at",0.066265787815337
"1553336_a_at",-0.0221047833288646
"1553338_at",0.0228236495856979
"1553340_s_at",0.00834262505897421
"1553341_at",-0.137742546968203
"1553344_at",0.0192189174714352
"1553346_a_at",-0.0115352569458045
"1553347_s_at",-0.080555127137214
"1553348_a_at",0.151442363753308
"1553349_at",0.00786549097545119
"1553350_at",0.0796647005761386
"1553351_at",0.00426418439070098
"1553352_x_at",-0.0975827688978264
"1553354_a_at",0.0168290364375423
"1553355_at",-0.00140667873803668
"1553356_at",-0.112200563772322
"1553357_at",-0.0288491686920747
"1553359_at",0.0320731008976356
"1553361_x_at",-0.0700192688714116
"1553362_at",-0.0232277804259513
"1553363_at",-0.090596144918309
"1553364_at",-0.0547626709766478
"1553365_at",0.0422642851783355
"1553366_s_at",0.0963768173843711
"1553367_a_at",0.129667988753757
"1553369_at",0.00652852026248674
"1553371_at",-0.0725032005238582
"1553372_at",-0.123771939430258
"1553373_at",0.106296866283404
"1553374_at",0.0319252479057539
"1553375_at",-0.0128421935871623
"1553376_a_at",-0.0493081331003831
"1553378_a_at",-0.120657833630511
"1553380_at",-0.0794182666344492
"1553383_at",0.00519462786224878
"1553385_at",-0.0967467628672019
"1553386_at",-0.16564215930605
"1553387_at",0.0153565104624382
"1553388_at",-0.1067529173428
"1553389_at",-0.0682693621348154
"1553390_at",-0.0480737911249562
"1553391_at",-0.0269498748668884
"1553392_at",-0.0948881295587327
"1553394_a_at",-0.08057631834766
"1553395_a_at",-0.0224600968767312
"1553396_a_at",0.365997573167137
"1553397_at",0.0442734076327973
"1553398_at",-0.00370066493045851
"1553399_a_at",-0.0687941611426854
